PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
11,2025-10-20,12:49:10.47,2,6,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,1,3,2,Fastball,,BallCalled,Walk,Undefined,Undefined,0,0,,58.77891,7.080517,0.321671,827.765062,26.109409,6:45,2.01457,0.27502,5.34163,-39.89455,-2.87729,-1.82114,3.19173,0.32672,54.6933,-3.60291,-0.156116,0.437899,,,,,,,,,,,,2.05051,-4.52083,-0.19353,50,0.15816,-0.68754,-87.27579,15.57515,1.57875,12.48815,-35.65475,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,b3fed620-add4-11f0-be4b-cd08b4f7fef8,86.0757,4.08561,,,,,,,,,2025-10-20,16:49:10.47,2025-10-20T12:49:10.4738816-04:00,2025-10-20T16:49:10.4738816Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.65633,-85.49131,6.24408,2.01974,10.48031,-17.82738,-0.27566,-0.46195,0.78937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,8aadd03c-b1c6-4145-a130-88748edd1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2025-10-20,12:49:28.78,3,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,1,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,59.32824,3.630262,1.981537,914.475677,1.618538,6:00,1.94519,0.22089,5.14105,-38.70443,-1.78382,-0.0787,1.03328,1.47517,54.96853,-6.733153,1.960949,0.437327,,,,,,,,,,,,0.76996,-2.61051,0.19967,50,0.87849,-3.08208,-88.84021,10.10806,0.6011,15.47286,-34.21212,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,bed5a5b0-add4-11f0-be4b-cd08b4f7fef8,86.1883,4.35971,,,,,,,,,2025-10-20,16:49:28.78,2025-10-20T12:49:28.7818752-04:00,2025-10-20T16:49:28.7818752Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.85611,-86.69937,7.73643,1.94957,5.37445,-17.10606,-0.22101,-2.99891,0.30055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,c497c5fc-fd2b-4b4b-931d-601990582dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2025-10-20,12:49:45.50,3,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Bailey, Emma",100000001224,Right,PUR_BOI_SB,Undefined,1,Top,1,1,0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,57.83137,6.528076,2.130547,1039.30796,6.988905,6:15,2.01605,0.41849,5.04796,-43.43117,-4.09319,-0.63158,2.5805,1.72506,53.26189,-5.045024,1.966287,0.451416,23.06598,-4.895582,-64.662184,1402.334456,,,,10.12404,10.12404,-77.590292,0.271791,1.38882,-5.92587,0.03356,50,0.31525,-3.26869,-86.1567,14.64437,1.02262,14.24611,-36.53745,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,c8d15780-add4-11f0-be4b-cd08b4f7fef8,83.49816,4.56947,,,,1.99507,,-1.60852,1.99507,-1.6971,2025-10-20,16:49:45.50,2025-10-20T12:49:45.5041024-04:00,2025-10-20T16:49:45.5041024Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.94968,-84.14058,7.12305,2.02185,9.47355,-18.26872,-0.41879,-3.12397,0.51131,72.761423,-1.60859,14.42788,-1.85499,,,,,,,1.99561,-2.91317,-16.30395,,,,,,,-1.69692,-30.47247,1.23693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,8c4622d0-744c-42ee-834e-6525a68a4f76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2025-10-20,12:50:03.25,3,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,1,1,Fastball,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,Should be Emma,58.68613,7.770266,1.719971,1004.248877,14.71618,6:30,1.98203,0.24933,5.23785,-39.23341,-1.12291,-0.57161,3.67432,1.29308,53.62255,-2.754497,1.570688,0.444318,,,,,,,,,,,,1.20532,-3.19453,0.12156,50,0.00961,-2.67837,-87.26194,16.3841,0.90703,15.02947,-34.57805,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,d36b6c30-add4-11f0-be4b-cd08b4f7fef8,84.83219,5.06358,,,,,,,,,2025-10-20,16:50:03.25,2025-10-20T12:50:03.2570000-04:00,2025-10-20T16:50:03.2570000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,37.75808,-85.12736,7.51473,1.98783,11.4731,-17.28903,-0.24969,-2.54955,0.45352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,85a3a6fd-503c-4adf-af55-f8c37bad1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2025-10-20,12:52:45.31,3,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,1,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,60.35826,4.575914,-4.757963,1351.816785,22.693721,6:45,1.939,0.36469,4.87552,-36.05128,0.49587,-0.21382,1.8828,-2.70846,55.61861,-5.007911,-4.813112,0.435109,,,,,,,,,,,,-1.41429,-0.1078,-1.35211,50,0.73735,7.45978,-89.8675,11.19545,-1.13122,15.68843,-32.26028,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,340b9920-add5-11f0-be4b-cd08b4f7fef8,86.62756,4.73966,,,,,,,,,2025-10-20,16:52:45.31,2025-10-20T12:52:45.3140000-04:00,2025-10-20T16:52:45.3140000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.11767,-87.76865,7.84421,1.94641,6.87958,-16.13014,-0.36424,7.30844,-0.56561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,6e19bd34-a32b-4c35-a5b8-872a549a884d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2025-10-20,12:53:01.02,3,5,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,2,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,60.70078,4.960493,-3.033295,1281.706823,345.970633,5:30,1.94014,0.46364,4.61433,-38.39632,-1.59154,0.67366,1.95364,-1.43923,55.49856,-5.201513,-2.860102,0.43664,,,,,,,,,,,,-1.82583,-2.72284,-1.08237,50,0.68202,4.86824,-90.67213,11.97549,-1.47034,17.29135,-34.36674,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,3d71e8c0-add5-11f0-be4b-cd08b4f7fef8,86.32381,5.20221,,,,,,,,,2025-10-20,16:53:01.02,2025-10-20T12:53:01.0280000-04:00,2025-10-20T16:53:01.0280000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.38072,-88.42855,8.64568,1.94657,7.51636,-17.18337,-0.46308,4.67746,-0.73517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,977a8e5a-f2e2-4a63-bb70-5eb06abe958d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2025-10-20,12:53:23.88,3,6,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,3,2,Fastball,,BallCalled,Walk,Undefined,Undefined,0,0,,60.97311,8.681823,-5.13691,1299.564676,346.108887,5:30,1.89863,0.42743,4.75969,-39.82471,-3.37303,1.07083,4.22544,-2.79366,55.83945,-1.770199,-4.863054,0.43454,,,,,,,,,,,,-2.72414,-5.32111,-1.48948,50,-0.16656,8.17943,-89.87827,18.0904,-2.19744,14.71128,-36.46636,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,4b0ce160-add5-11f0-be4b-cd08b4f7fef8,86.74096,5.13366,,,,,,,,,2025-10-20,16:53:23.88,2025-10-20T12:53:23.8890000-04:00,2025-10-20T16:53:23.8890000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.23574,-87.93161,7.35564,1.90797,13.26503,-18.23318,-0.42638,7.88865,-1.09872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,b9b7cb74-3b22-4907-8a35-0d5291dedd18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2025-10-20,12:53:46.20,4,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,61.06246,4.949569,-2.510691,1266.796416,332.136099,5:00,1.9264,0.29902,4.46887,-37.35809,-0.81189,0.99563,2.0305,-1.24541,55.92552,-4.90362,-2.255511,0.435104,,,,,,,,,,,,-1.925,-1.88559,-0.8066,50,0.69622,4.09032,-91.1669,11.85235,-1.57282,17.04701,-33.71467,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,585cc740-add5-11f0-be4b-cd08b4f7fef8,86.62867,5.13693,,,,,,,,,2025-10-20,16:53:46.20,2025-10-20T12:53:46.2060000-04:00,2025-10-20T16:53:46.2060000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.52612,-88.99558,8.52351,1.93239,7.55803,-16.85734,-0.29836,3.88999,-0.78641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,f4418473-7a07-4128-b0b0-3389be510320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2025-10-20,12:54:13.67,4,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,1,0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,62.13693,3.49002,0.558781,1335.514923,309.856538,4:15,1.89108,0.8014,4.74,-34.24899,0.47224,0.69815,1.2841,1.21891,56.8841,-5.637855,0.739579,0.424101,,,,,,,,,,,,-0.50492,-0.11185,-0.69045,50,0.94402,-0.83965,-93.16609,9.51745,-0.42824,18.56657,-32.26889,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,68a8d620-add5-11f0-be4b-cd08b4f7fef8,88.87614,5.25283,,,,,,,,,2025-10-20,16:54:13.67,2025-10-20T12:54:13.6750000-04:00,2025-10-20T16:54:13.6750000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.25436,-90.7952,9.28328,1.89627,5.39681,-16.13445,-0.80116,-0.89434,-0.21412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,be2b1fde-1d1c-4395-8549-8f492dcec777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2025-10-20,12:54:30.20,4,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,1,1,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,61.35582,4.142374,0.84651,1294.519491,287.280322,3:30,1.8379,0.76772,4.69797,-35.2775,0.00528,2.95394,1.56979,1.55887,56.83139,-5.20592,1.60997,0.427516,,,,,,,,,,,,-2.81193,-0.85894,-0.61197,50,0.74343,-1.04869,-91.68604,10.63112,-2.35076,15.81849,-32.89213,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,7281e4c0-add5-11f0-be4b-cd08b4f7fef8,88.16606,4.52443,,,,,,,,,2025-10-20,16:54:30.20,2025-10-20T12:54:30.2080000-04:00,2025-10-20T16:54:30.2080000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.29892,-89.64454,7.90925,1.84154,6.38613,-16.44606,-0.76689,-1.35208,-1.17538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,201abcff-e846-4dd1-a493-98eda9db593a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2025-10-20,12:55:17.40,4,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,2,1,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,61.07928,4.474784,-2.234048,1366.723476,340.993664,5:15,1.88107,0.52503,4.64333,-36.38793,-0.23862,0.44945,1.74183,-0.8786,55.96689,-5.176757,-2.118214,0.432734,,,,,,,,,,,,-1.2863,-1.17602,-0.98151,50,0.72817,3.60629,-91.33172,11.11062,-1.05299,17.31515,-33.13675,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,8eaf5560-add5-11f0-be4b-cd08b4f7fef8,87.10296,5.11238,,,,,,,,,2025-10-20,16:55:17.40,2025-10-20T12:55:17.4000000-04:00,2025-10-20T16:55:17.4000000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.35165,-89.096,8.65758,1.88654,6.83203,-16.56838,-0.52464,3.47033,-0.52649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,e9cee43e-7326-4750-bf5d-ede9603e1dd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2025-10-20,12:55:44.83,4,5,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,2,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,60.78116,5.301331,-2.672128,1365.402688,64.583567,8:15,1.89029,0.56873,4.75966,-35.77829,0.14543,-1.6048,2.32938,-1.28361,56.28475,-4.177519,-3.086221,0.431382,,,,,,,,,,,,0.81858,-0.89114,-1.10874,50,0.54641,4.06258,-90.50608,12.42572,0.66994,14.85031,-32.90339,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,9f0b42c0-add5-11f0-be4b-cd08b4f7fef8,87.376,4.49641,,,,,,,,,2025-10-20,16:55:44.83,2025-10-20T12:55:44.8300000-04:00,2025-10-20T16:55:44.8300000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.2364,-88.55487,7.42515,1.89503,8.10247,-16.45169,-0.56917,4.15061,0.33497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,e3f0040f-53c8-49ee-9816-00d1c3fbeca4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2025-10-20,12:56:11.21,4,6,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,3,2,Fastball,,BallCalled,Walk,Undefined,Undefined,0,0,,59.81289,3.886149,-0.556771,1337.713463,293.529,3:45,1.89661,0.79798,4.64996,-37.11128,-0.23181,2.53063,1.31302,0.64995,55.93445,-5.904834,0.096767,0.437083,,,,,,,,,,,,-2.78961,-0.77457,-0.9254,50,0.84771,1.12008,-89.20646,10.14721,-2.23627,13.45243,-32.79497,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,aebff3a0-add5-11f0-be4b-cd08b4f7fef8,86.23639,3.87844,,,,,,,,,2025-10-20,16:56:11.21,2025-10-20T12:56:11.2120000-04:00,2025-10-20T16:56:11.2120000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.34693,-87.43151,6.72621,1.9011,5.82015,-16.39748,-0.79708,0.82502,-1.11813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,e67929ef-d494-4e66-9a71-03663951dfea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2025-10-20,12:57:10.32,5,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,0,0,Changeup,,BallCalled,Undefined,Undefined,Undefined,0,0,,52.08783,4.154889,-0.849592,1569.928059,161.872429,11:30,1.96922,0.36374,4.27038,-37.35813,13.23576,-3.85772,1.5669,-0.51106,47.90467,-5.746515,-1.834399,0.511942,,,,,,,,,,,,3.57858,12.838,-0.51338,50,0.90242,0.85313,-77.76371,9.08408,2.13318,12.16239,-24.52139,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,d2118c10-add5-11f0-be4b-cd08b4f7fef8,73.62645,4.18316,,,,,,,,,2025-10-20,16:57:10.32,2025-10-20T12:57:10.3230000-04:00,2025-10-20T16:57:10.3230000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.72105,-75.97919,6.08119,1.97133,5.48619,-12.2607,-0.36524,1.16612,1.06659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,e2b61067-2f9b-4bcb-ba04-48ac907dd402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2025-10-20,12:59:04.15,5,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,1,0,Changeup,,BallCalled,Undefined,Undefined,Undefined,0,0,,53.70768,7.366874,-1.4345,1409.109871,168.422001,11:30,1.98524,0.24448,4.7658,-35.63691,10.38749,-1.91839,3.77711,-0.83737,49.78134,-2.113307,-1.929329,0.488276,,,,,,,,,,,,1.59335,9.39162,-0.52795,50,0.19105,1.81675,-79.52418,13.96994,1.01702,10.50942,-26.1795,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,15dda820-add6-11f0-be4b-cd08b4f7fef8,77.19492,3.92634,,,,,,,,,2025-10-20,16:59:04.15,2025-10-20T12:59:04.1540000-04:00,2025-10-20T16:59:04.1540000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.22871,-77.95304,5.25471,1.98698,10.05615,-13.08975,-0.24498,1.96879,0.50851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,850d5e67-ef5f-4170-9819-0f5ad73f6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2025-10-20,12:59:20.35,5,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,2,0,Changeup,,BallCalled,Undefined,Undefined,Undefined,0,0,,51.23984,2.6799,-0.899214,1359.724156,166.614711,11:30,1.93312,0.2196,4.50399,-37.6725,13.67635,-2.90701,0.52954,-0.60464,47.45716,-7.336466,-1.646933,0.515747,,,,,,,,,,,,2.66681,14.03528,-0.38528,50,1.13016,0.96649,-76.63722,7.12198,1.54738,11.62231,-24.03028,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,1f8cc090-add6-11f0-be4b-cd08b4f7fef8,73.0832,3.78268,,,,,,,,,2025-10-20,16:59:20.35,2025-10-20T12:59:20.3540000-04:00,2025-10-20T16:59:20.3540000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.48835,-74.87109,5.81116,1.93497,3.47032,-12.01514,-0.22054,1.20163,0.77369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,aa4a7553-7303-432e-866d-e7e32089d2fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2025-10-20,12:59:48.69,5,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Moore, Malone",100000002641,Right,PUR_BOI_SB,Undefined,1,Top,1,3,0,Fastball,,BallCalled,Walk,Undefined,Undefined,0,0,,60.7911,4.811661,-3.333067,1209.41386,324.762989,4:45,1.92571,0.23473,4.63281,-36.87384,-0.07894,0.86303,1.96856,-1.8453,55.38653,-4.973138,-3.111173,0.436581,,,,,,,,,,,,-2.19236,-1.29122,-0.91662,50,0.70076,5.37588,-90.8842,11.63612,-1.7643,18.01069,-33.21316,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251020-BittingerStadium-Private-2,305663e0-add6-11f0-be4b-cd08b4f7fef8,86.33542,5.40457,,,,,,,,,2025-10-20,16:59:48.69,2025-10-20T12:59:48.6900000-04:00,2025-10-20T16:59:48.6900000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,2f0b6c4e-1b16-4755-8ce1-f0ad9acfecc8,38.36232,-88.54792,9.00534,1.93073,7.32782,-16.60658,-0.23412,5.14702,-0.88215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,a6669307-33a1-4ebf-bae8-05808b33d8f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
