PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
11,2025-10-24,17:21:06.24,2,7,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Douglas, Bella",1000000001384,Left,PUR_BOI_SB,Undefined,1,Top,0,3,2,Fastball,,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,64.0854,5.148088,-1.324074,1552.149294,296.89788,4:00,1.79515,0.35023,5.04761,-32.15927,-0.48532,2.50508,2.40773,-0.28549,59.40082,-3.439757,-0.671217,0.405063,,,,,,,,,,,,-3.05059,-1.53591,-0.64363,50,0.46812,2.48712,-95.54773,12.58284,-2.78897,16.23961,-33.57821,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,5a92d480-b11f-11f0-baed-39b30ccfe148,93.05329,4.68458,,,,,,,,,2025-10-24,21:21:06.24,2025-10-24T17:21:06.2450000-04:00,2025-10-24T21:21:06.2450000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,37.94872,-93.47701,8.1198,1.79959,8.30128,-16.7891,-0.34917,2.1315,-1.39448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,1c0eaf00-e834-478d-977e-332b3565442a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2025-10-24,17:21:24.73,3,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Condon, Maura",100000001235,Right,PUR_BOI_SB,Undefined,1,Top,1,0,0,Fastball,,BallinDirt,Undefined,Undefined,Undefined,0,1,,63.26223,1.52566,0.34099,1363.870943,223.360757,1:30,1.66596,0.498,4.90516,-31.62069,1.13744,0.23323,0.00781,0.73573,58.7343,-6.903278,0.401749,0.411937,,,,,,,,,,,,-0.1261,1.40894,-0.42839,50,1.12433,-0.53981,-94.79419,6.26467,-0.11233,17.31093,-30.91879,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,6598ca60-b11f-11f0-baed-39b30ccfe148,91.50048,4.52794,,,,,,,,,2025-10-24,21:21:24.73,2025-10-24T17:21:24.7340000-04:00,2025-10-24T21:21:24.7340000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.08924,-92.59355,8.65547,1.67089,2.33414,-15.4594,-0.49792,-0.55409,-0.05617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,c6d424cc-f43b-4d6e-a3ad-759dd7cb0c59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2025-10-24,17:21:49.12,3,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,Undefined,1,Top,1,1,0,Curveball,,BallCalled,Undefined,Undefined,Undefined,0,0,,63.06488,3.740444,-0.445458,1453.795982,227.914792,1:30,1.71564,0.47542,4.63511,-32.36088,1.5374,0.56921,1.43449,0.23558,57.68312,-4.870584,-0.298553,0.419045,,,,,,,,,,,,-0.74835,0.90894,-0.56861,50,0.74104,0.79008,-94.46815,9.80767,-0.65362,18.87804,-31.38017,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,741c0020-b11f-11f0-baed-39b30ccfe148,89.94847,5.38175,,,,,,,,,2025-10-24,21:21:49.12,2025-10-24T17:21:49.1260000-04:00,2025-10-24T21:21:49.1260000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.35859,-92.11241,9.43902,1.72059,5.89184,-15.69009,-0.47511,0.70852,-0.32681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,f2881295-7b1d-4c98-ad85-d4dc0b51ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2025-10-24,17:22:04.79,3,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,Undefined,1,Top,1,2,0,Fastball,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,63.19636,4.261214,0.605035,1400.307745,346.792617,5:30,1.76388,0.72753,4.79828,-35.94766,-3.1902,0.92732,1.50924,1.19327,59.07195,-5.243522,0.845395,0.411933,,,,,,,,,,,,-0.79209,-3.99646,-0.60826,50,0.63149,-0.89553,-94.23358,11.25562,-0.70935,14.86164,-35.75304,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,7d7a3970-b11f-11f0-baed-39b30ccfe148,91.50135,4.12441,,,,,,,,,2025-10-24,21:22:04.79,2025-10-24T17:22:04.7980000-04:00,2025-10-24T21:22:04.7980000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.19925,-92.35372,7.43082,1.7692,6.7332,-17.87652,-0.72721,-0.98526,-0.35468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,a06d8853-9970-47bf-a46e-e52db23cd2b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2025-10-24,17:22:20.39,3,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,Undefined,1,Top,1,2,1,Fastball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,59.77941,3.726804,-1.111622,1254.74585,353.784405,5:45,1.72961,0.67575,4.71447,-37.95522,-0.90894,0.20307,0.96865,-0.02273,55.56843,-6.318145,-1.059092,0.43807,,,,,,,,,,,,-0.57492,-1.68713,-0.90427,50,0.69843,1.75467,-89.35624,10.02713,-0.45734,14.81316,-33.51614,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,86d0f8b0-b11f-11f0-baed-39b30ccfe148,86.042,4.21099,,,,,,,,,2025-10-24,21:22:20.39,2025-10-24T17:22:20.3910000-04:00,2025-10-24T21:22:20.3910000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.28296,-87.39225,7.40658,1.73328,5.58341,-16.75807,-0.67565,1.69403,-0.22867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,bac9f2d4-abd3-4937-a8b4-3aa762f1aa4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2025-10-24,17:22:39.90,3,5,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,Undefined,1,Top,1,2,2,Curveball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,63.19002,6.560679,-1.261624,1566.628099,141.180164,10:45,1.79389,0.61982,4.68,-32.39021,1.66736,-0.50201,3.33993,-0.23474,57.28128,-2.060515,-1.390965,0.420028,58.79282,74.996491,128.837484,3574.017315,,,,,16.54975,,,0.02957,-0.26579,-0.8744,50,0.22886,2.02629,-94.31503,14.53358,0.02562,19.31568,-32.40453,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,925d0e80-b11f-11f0-baed-39b30ccfe148,89.7379,5.90875,,,,50.67209,,1.62242,3.41855,0.19854,2025-10-24,21:22:39.90,2025-10-24T17:22:39.9070000-04:00,2025-10-24T21:22:39.9070000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.31513,-91.89082,9.65784,1.79769,10.46666,-16.20226,-0.61989,2.0295,0.01281,346.975678,1.62242,-13.99899,-7.7319,3.82589,-1.16979,0.31232,-0.08658,0.02875,-0.0075,3.41855,83.28976,-30.42579,4.14311,-0.76048,0.12852,-0.05775,0.04936,-0.01942,0.19854,17.38792,-4.35375,1.09374,-0.22702,0.04879,-0.02295,0.01766,-0.00666,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,f8643ceb-f23a-4444-8988-d12f05afe62d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2025-10-24,17:22:59.19,3,6,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,Undefined,1,Top,1,2,2,Fastball,,InPlay,Undefined,GroundBall,Error,1,0,,63.83821,5.80893,-0.098385,1333.464447,303.440627,4:00,1.76017,0.54624,4.66356,-34.26518,-1.73803,3.79618,2.66073,0.79919,59.32047,-3.225241,0.880552,0.410482,41.96623,0.091307,-16.51963,742.004763,,,,23.5523,23.32602,-17.824495,0.375578,-3.99599,-3.08441,-0.58841,50,0.33389,0.57405,-94.97144,13.69538,-3.62929,15.30377,-34.97541,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,9de61710-b11f-11f0-baed-39b30ccfe148,91.82477,4.51774,,,,2.55849,,1.1054,2.55849,-0.82784,2025-10-24,21:22:59.19,2025-10-24T17:22:59.1900000-04:00,2025-10-24T21:22:59.1900000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.33411,-93.07261,7.65188,1.76394,9.35576,-17.48771,-0.54512,0.12374,-1.81464,8.869144,1.10576,58.99614,-5.96873,,,,,,,2.56202,-0.02691,-18.11542,,,,,,,-0.82777,-17.50389,1.3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,e3c420f3-49b4-472c-828c-00e6371c2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2025-10-24,17:23:48.33,4,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Condon, Maura",100000001235,Right,PUR_BOI_SB,Undefined,1,Top,2,0,0,Curveball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,63.50179,6.398945,-0.817774,1341.267713,333.203546,5:00,1.82718,0.5043,4.61781,-35.84112,-1.76536,1.46803,2.98651,0.099,57.14961,-3.1223,-0.439964,0.42014,35.31952,50.657256,128.550058,3070.12102,,,,67.19164,26.1215,136.134328,2.283951,-1.84732,-3.84264,-0.67719,50,0.29475,1.49865,-94.98165,14.60156,-1.60685,21.01425,-35.51649,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,bb321710-b11f-11f0-baed-39b30ccfe148,89.71396,6.35218,,,,23.8172,,0.554,2.8707,-0.10403,2025-10-24,21:23:48.33,2025-10-24T17:23:48.3350000-04:00,2025-10-24T21:23:48.3350000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.37676,-92.37428,10.50712,1.83307,10.19479,-17.75825,-0.50361,1.29928,-0.80343,319.405963,0.55403,-20.46839,-1.21591,0.4637,0.04301,-0.14138,0.09531,-0.03374,0.00486,2.87051,40.07354,-20.69983,2.07004,-1.10375,0.83344,-0.4439,0.12525,-0.0141,-0.10402,25.68211,-4.36243,1.26093,-0.13071,-0.0782,0.08045,-0.03593,0.00593,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,514aa4d9-3f00-4f36-b3c8-734603b1d150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2025-10-24,17:24:08.60,4,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Condon, Maura",100000001235,Right,PUR_BOI_SB,Undefined,1,Top,2,0,1,Curveball,,BallCalled,Undefined,Undefined,Undefined,0,0,,62.66024,2.936342,-0.948612,1339.33953,144.699413,10:45,1.76895,0.57512,4.62258,-31.85451,2.30158,-0.93445,1.01053,-0.11474,57.68666,-5.52515,-1.189785,0.420635,,,,,,,,,,,,0.61709,2.00921,-0.76288,50,0.95866,1.46117,-93.83788,8.40291,0.53514,17.82267,-30.43157,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,c74ab570-b11f-11f0-baed-39b30ccfe148,89.60842,4.97358,,,,,,,,,2025-10-24,21:24:08.60,2025-10-24T17:24:08.6070000-04:00,2025-10-24T21:24:08.6070000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.37173,-91.60269,8.91134,1.77317,4.58641,-15.21579,-0.57542,1.52828,0.26757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,19867b07-7188-4a0f-9a76-070176480048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2025-10-24,17:24:26.22,4,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Condon, Maura",100000001235,Right,PUR_BOI_SB,Undefined,1,Top,2,1,1,Fastball,,InPlay,Undefined,GroundBall,Error,0,1,,64.12996,4.242221,-0.456909,1445.628344,338.445994,5:15,1.76542,0.49104,4.85846,-32.54242,-0.66724,0.57661,1.77776,0.24622,59.56988,-4.407125,-0.307238,0.406347,62.57169,-44.017861,-41.105373,,,,,2.39113,1.10811,-35.981609,0.026715,-0.75189,-1.58386,-0.58913,50,0.64805,0.82812,-95.76174,11.05658,-0.68987,16.43537,-33.62725,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,d1c0c760-b11f-11f0-baed-39b30ccfe148,92.75914,4.56008,,,,1.70898,,0.60227,1.70898,-0.24209,2025-10-24,21:24:26.22,2025-10-24T17:24:26.2210000-04:00,2025-10-24T21:24:26.2210000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.13874,-93.70391,8.21769,1.76884,6.8462,-16.81363,-0.49085,0.74175,-0.34494,,0.6016,49.88446,,,,,,,,1.70985,-63.97189,,,,,,,,-0.2415,-43.52523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,ab7cd22b-c9c8-4fab-a2d5-20c03bf72e93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2025-10-24,17:24:52.88,5,1,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,1,Top,2,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,64.44947,6.635947,-1.500254,1506.838991,338.361619,5:15,1.77934,0.66483,4.8724,-32.79057,-1.0048,0.71095,3.3192,-0.2374,59.53027,-2.060272,-1.316144,0.405777,,,,,,,,,,,,-1.19973,-2.48524,-0.9797,50,0.16339,2.58459,-95.77258,15.09351,-1.10308,16.18068,-34.45912,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,e1abf190-b11f-11f0-baed-39b30ccfe148,92.88948,4.9192,,,,,,,,,2025-10-24,21:24:52.88,2025-10-24T17:24:52.8830000-04:00,2025-10-24T21:24:52.8830000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.12367,-93.74461,8.09034,1.78445,10.77467,-17.22956,-0.66443,2.44634,-0.55154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,d964855f-379a-45b5-a209-96a0249dde9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2025-10-24,17:25:09.44,5,2,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,1,Top,2,1,0,Fastball,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,64.31243,5.078864,0.281015,1420.876508,316.761169,4:30,1.78568,0.54421,4.67981,-34.53947,-2.61189,3.16043,2.18726,0.98858,59.91467,-4.029098,1.096854,0.406681,,,,,,,,,,,,-3.24004,-3.84914,-0.506,50,0.50402,-0.1192,-95.80125,12.63478,-2.99536,15.52407,-35.73254,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,eb7e7080-b11f-11f0-baed-39b30ccfe148,92.68297,4.39775,,,,,,,,,2025-10-24,21:25:09.44,2025-10-24T17:25:09.4470000-04:00,2025-10-24T21:25:09.4470000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.3183,-93.88922,7.76203,1.78916,8.23375,-17.86627,-0.5434,-0.48812,-1.49768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,ba9a0b08-9573-4ccb-b43a-556cd7025c45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2025-10-24,17:25:34.00,5,3,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,1,Top,2,1,1,Fastball,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,63.06596,4.83951,-0.10547,1454.023285,26.725479,7:00,1.74004,0.67621,4.71599,-35.23585,-2.23626,-1.49744,1.92516,0.48356,59.00104,-4.454618,-0.492494,0.413452,,,,,,,,,,,,1.52917,-3.13347,-0.68922,50,0.50105,0.01303,-93.87991,12.07277,1.36509,14.17442,-34.97132,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,fa349d20-b11f-11f0-baed-39b30ccfe148,91.16514,4.06492,,,,,,,,,2025-10-24,21:25:34.00,2025-10-24T17:25:34.0090000-04:00,2025-10-24T21:25:34.0090000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.28153,-92.09361,7.08721,1.74479,7.66557,-17.48566,-0.67674,0.18506,0.68254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,674ab370-fd49-43cc-b3d6-93365c7202dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2025-10-24,17:25:51.02,5,4,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,1,Top,2,1,2,Fastball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,63.87006,5.662074,-1.5E-05,1483.134583,352.979819,5:45,1.79665,0.93339,4.63617,-35.37856,-2.64114,0.42913,2.51156,0.96914,59.00351,-3.672378,0.110584,0.411807,48.42413,36.240339,-139.42741,2710.787993,,,,,26.12757,,,-0.44945,-4.18551,-0.9359,50,0.39916,0.0463,-95.20131,13.55969,-0.40623,16.68142,-35.95712,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,044891e0-b120-11f0-baed-39b30ccfe148,91.5294,4.86655,,,,17.28833,,2.49247,2.5325,-0.89204,2025-10-24,21:25:51.02,2025-10-24T17:25:51.0230000-04:00,2025-10-24T21:25:51.0230000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.36151,-93.13966,8.34071,1.80038,9.11576,-17.97856,-0.93328,-0.00391,-0.20311,33.376098,2.50031,-43.72694,0.84873,,,,,,,2.5515,41.46964,-23.90395,,,,,,,-0.89869,-37.07711,5.95724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,aa11199e-ed1c-4373-90a3-208787315013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2025-10-24,17:26:11.06,5,5,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,1,Top,2,1,2,Screwball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,60.04022,6.275741,0.872028,1415.636406,138.538747,10:30,1.83781,0.70794,4.5568,-34.25596,3.05929,-1.86331,3.05553,1.11624,55.36267,-2.776417,0.393294,0.439658,46.96635,50.021942,-153.395817,2247.053527,,,,104.73581,27.08342,-153.288657,2.616019,2.2328,1.57906,-0.52115,50,0.32699,-1.54812,-89.34281,13.59136,1.77746,14.68456,-30.917,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,103d5490-b120-11f0-baed-39b30ccfe148,85.73135,4.67755,,,,34.02418,,3.91127,3.11413,-1.05837,2025-10-24,21:26:11.06,2025-10-24T17:26:11.0660000-04:00,2025-10-24T21:26:11.0660000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.44023,-87.42218,7.34228,1.84019,9.54764,-15.4585,-0.70843,-1.31564,0.88873,9.306888,3.91125,-39.57014,0.38681,0.41817,-0.208,0.10564,-0.04573,0.01228,-0.00134,3.11416,52.78383,-25.17552,2.7554,-0.54142,0.07541,-0.00857,0.00072,1E-05,-1.05838,-19.819,1.60416,-0.44628,0.0779,-0.00166,-0.00447,0.00135,-0.00014,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,17ea40ae-1263-470f-b91a-8b22bd7d3c0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2025-10-24,17:26:38.46,5,6,"Moore, Malone",100000002641,Right,PUR_BOI_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,1,Top,2,1,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,63.44023,3.805151,1.261785,1482.201228,40.652493,7:15,1.71601,0.57054,4.79847,-33.36108,-0.83512,-1.37673,1.38308,1.26604,59.24102,-5.032355,0.904996,0.410475,,,,,,,,,,,,1.80713,-1.42547,-0.30277,50,0.69335,-2.23278,-94.63427,10.26048,1.62987,15.17672,-33.45969,PUR_BOI_SB,PUR_BOI_SB,BittingerStadium,TeamExclusive,,20251024-BittingerStadium-Private-1,209ee740-b120-11f0-baed-39b30ccfe148,91.82649,4.19921,,,,,,,,,2025-10-24,21:26:38.46,2025-10-24T17:26:38.4650000-04:00,2025-10-24T21:26:38.4650000Z,,V3 - Softball,,,,"Reefe, Delaney",100000001223,Right,PUR_BOI_SB,72f7c468-4e1b-4fcd-92b7-7ec13d4b5e9c,38.1983,-92.72229,7.58836,1.72045,6.04518,-16.72985,-0.57112,-2.02745,0.81493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,e17f84ef-b747-4943-8099-7cc01b747d0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
