PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
72,2025-10-26,15:05:58.38,2,5,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,"Borges, Katie",100000004091,Right,DEP_BLU_SB,Undefined,3,Top,1,1,2,Riseball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,63.49793,4.793923,-0.635923,1775.949326,162.611387,11:30,1.78178,0.08166,5.91994,-21.12088,10.10926,-2.87961,3.01282,-0.55415,57.8739,-1.103738,-1.405239,0.402215,54.9647,18.757472,170.298464,1399.342428,,,,,26.63128,,,2.93851,9.88418,-0.20403,50,0.49216,0.70358,-95.32237,10.98932,2.60301,19.72934,-23.41831,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,cec04790-b29e-11f0-8ec5-a97c37129981,93.71215,5.62403,,,,10.00268,,1.3398,2.94062,0.56276,2025-10-26,19:05:58.38,2025-10-26T15:05:58.3806464-04:00,2025-10-26T19:05:58.3806464Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,37.07429,-92.60843,9.86467,1.78226,7.76794,-11.70916,-0.08261,1.06165,1.30151,312.525293,1.33708,-75.14548,7.21341,,,,,,,2.94485,25.77384,-18.93167,,,,,,,0.56403,12.81836,-2.31349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,057d5e98-b388-41a0-babc-c37cb9fd915b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2025-10-26,15:06:20.21,2,6,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,"Borges, Katie",100000004091,Right,DEP_BLU_SB,Undefined,3,Top,1,1,2,Changeup,,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,54.49983,3.007719,-0.334132,1773.365583,159.798004,11:15,1.93257,0.02262,5.6244,-27.14596,16.36406,-5.47827,1.55983,-0.6436,49.29631,-4.579027,-1.786393,0.474751,,,,,,,,,,,,5.6928,17.27273,-0.06416,50,1.01841,-0.03952,-82.06819,7.48741,3.67987,16.12551,-21.00883,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,dbc62c20-b29e-11f0-8ec5-a97c37129981,79.3941,5.20352,,,,,,,,,2025-10-26,19:06:20.21,2025-10-26T15:06:20.2140000-04:00,2025-10-26T19:06:20.2140000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,37.36489,-79.5468,8.06275,1.93233,4.20246,-10.50442,-0.02536,0.53586,1.83993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4473,2.942488,1.972224,0.970264,-2.19657,1.24222,0.76088,-2.63569,6.02975,2.49183,46.45976,3.55602,35.89576,-2.61061,54.8279,-4.43665,6.04428,10.71641,-13.7239,2.49852,35.61073,-1.24072,High,High,High,,,High,High,High,9f08e545-ce86-42ec-b195-759520c374ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2025-10-26,15:06:50.17,3,1,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,"Wondaal, Maya",100000004085,Right,DEP_BLU_SB,Undefined,3,Top,2,0,0,Riseball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,63.77663,3.438567,1.292956,1748.285471,165.655688,11:30,1.75296,-0.02314,5.97453,-20.92926,9.49792,-2.22484,2.14901,0.59515,58.88593,-2.382715,0.697357,0.397011,,,,,,,,,,,,2.89768,9.94941,0.33246,50,0.76515,-2.43684,-95.58413,8.7789,2.62524,17.57998,-23.16011,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,ed9865d0-b29e-11f0-8ec5-a97c37129981,94.9406,4.8907,,,,,,,,,2025-10-26,19:06:50.17,2025-10-26T15:06:50.1718016-04:00,2025-10-26T19:06:50.1718016Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,37.01958,-93.16616,8.78999,1.75354,5.59345,-11.58005,0.02213,-2.07576,1.31262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,d453c25d-6abc-4005-b4d4-8426a2e93449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2025-10-26,15:07:06.65,3,2,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,"Wondaal, Maya",100000004085,Right,DEP_BLU_SB,Undefined,3,Top,2,0,1,Riseball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,63.09566,5.417937,0.361055,1748.488668,155.457419,11:15,1.78701,-0.08565,5.95027,-23.53891,7.82741,-3.19083,3.20508,-0.127,57.91727,-1.105983,-0.491865,0.403091,,,,,,,,,,,,3.64221,7.35217,0.19036,50,0.33098,-0.9855,-94.40105,12.26835,3.20573,17.66964,-25.70298,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,f76ae4c0-b29e-11f0-8ec5-a97c37129981,93.50848,5.17839,,,,,,,,,2025-10-26,19:07:06.65,2025-10-26T15:07:06.6560000-04:00,2025-10-26T19:07:06.6560000Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,37.04381,-91.94398,8.83482,1.78847,8.69419,-12.85149,0.08431,-0.53972,1.60286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,b9cfd3ab-21ea-410c-bb5e-895f7c868bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2025-10-26,15:07:24.65,3,3,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,"Wondaal, Maya",100000004085,Right,DEP_BLU_SB,Undefined,3,Top,2,0,2,Curveball,,BallCalled,Undefined,Undefined,Undefined,0,0,,64.8396,4.691795,-2.039972,1589.944281,101.731858,9:30,1.74955,-0.00466,6.00839,-27.38261,2.20236,-6.76138,2.38919,-1.83526,59.68518,-2.856912,-3.847677,0.391478,,,,,,,,,,,,6.74874,1.36642,-0.40901,50,0.42657,2.6021,-97.14604,11.86812,6.27901,18.96299,-30.90273,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,022bbb50-b29f-11f0-8ec5-a97c37129981,96.28247,5.15443,,,,,,,,,2025-10-26,19:07:24.65,2025-10-26T15:07:24.6579200-04:00,2025-10-26T19:07:24.6579200Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.98692,-94.57176,9.4815,1.75295,7.673,-15.45137,0.00209,3.45449,3.1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,d5376f15-ad37-4abc-a55b-f2868475c086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2025-10-26,15:07:42.81,3,4,"Gossett, Julia",100000001228,Right,PUR_BOI_SB,"Wondaal, Maya",100000004085,Right,DEP_BLU_SB,Undefined,3,Top,2,1,2,Riseball,,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,63.06307,3.676661,0.945418,1777.406462,164.56331,11:30,1.76392,0.1323,5.84583,-19.9247,12.05036,-3.04358,2.40026,0.46841,57.09074,-1.922309,0.133501,0.406984,,,,,,,,,,,,3.79355,12.30501,0.10226,50,0.74602,-1.94116,-95.03595,8.88605,3.29604,21.32601,-21.48277,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,0ced2e20-b29f-11f0-8ec5-a97c37129981,92.6141,5.97234,,,,,,,,,2025-10-26,19:07:42.81,2025-10-26T15:07:42.8197376-04:00,2025-10-26T19:07:42.8197376Z,,V3 - Softball,,,,,,Undefined,PUR_BOI_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,37.14912,-92.10709,10.66301,1.76381,5.93566,-10.74139,-0.13325,-1.48849,1.64802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,155a6e3a-505f-4989-b788-521befaf42c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2025-10-26,15:09:12.06,1,1,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Armstrong, Ansley",100000001217,Right,PUR_BOI_SB,Undefined,3,Bottom,0,0,0,Riseball,,BallCalled,Undefined,Undefined,Undefined,0,0,,60.40072,6.237033,1.200456,2426.974211,130.1409,10:15,1.66182,0.30454,6.30622,-27.13076,6.81615,-6.89296,3.25717,0.46936,54.88875,-1.361107,-0.658826,0.419345,,,,,,,,,,,,8.12426,5.95,0.02473,50,-0.06669,-2.71288,-90.4997,13.64256,6.4856,17.80687,-27.42414,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,422b17f0-b29f-11f0-8ec5-a97c37129981,89.88406,5.51197,,,,,,,,,2025-10-26,19:09:12.06,2025-10-26T15:09:12.0690176-04:00,2025-10-26T19:09:12.0690176Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.68674,-87.84111,8.90344,1.66451,9.54809,-13.71207,-0.30802,-1.74457,3.2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,ab2439f5-2157-43cf-b639-e9fe14be46cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2025-10-26,15:09:25.76,1,2,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Armstrong, Ansley",100000001217,Right,PUR_BOI_SB,Undefined,3,Bottom,0,1,0,Dropball,,InPlay,Undefined,GroundBall,Out,1,0,,61.71863,6.394714,-0.940357,1291.455353,12.186055,6:30,1.73359,-0.12296,6.0508,-39.45833,-6.78107,-1.65917,2.42823,-0.84446,56.69404,-4.408262,-1.384563,0.411428,52.65931,-64.975469,-73.326581,,,,,3.04327,2.82925,-4.967949,0.035935,1.53055,-9.44552,-0.07801,50,-0.0919,1.30765,-92.3512,15.65278,1.2864,17.18757,-40.1128,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,4a4c6470-b29f-11f0-8ec5-a97c37129981,91.61361,5.02459,,,,2.5316,,2.69275,2.5316,0.8686,2025-10-26,19:09:25.76,2025-10-26T15:09:25.7644544-04:00,2025-10-26T19:09:25.7644544Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.94758,-89.88918,8.59378,1.73874,9.90686,-20.0564,0.12251,1.49192,0.6432,,2.69239,9.43598,,,,,,,,2.5343,-70.44891,,,,,,,,0.8698,-31.50486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,7d3b4d5c-9cf7-44f7-89d0-af447fb3c42a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2025-10-26,15:09:50.94,2,1,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,3,Bottom,1,0,0,Dropball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,61.73053,6.270812,1.26454,1260.859775,18.911025,6:45,1.70435,0.24571,6.31445,-40.8492,-8.39918,-3.21642,2.17674,0.7562,56.24944,-5.011475,0.396781,0.409995,,,,,,,,,,,,4.17713,-11.63942,0.07514,50,-0.14946,-2.46083,-92.69565,15.8036,3.48771,19.05851,-41.89243,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,5959b1c0-b29f-11f0-8ec5-a97c37129981,91.93381,5.48109,,,,,,,,,2025-10-26,19:09:50.94,2025-10-26T15:09:50.9411328-04:00,2025-10-26T19:09:50.9411328Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.68394,-89.91615,9.52926,1.70983,9.694,-20.94621,-0.24665,-1.95218,1.74386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,a08f14b1-9685-47ca-b3d2-f87c2291963d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2025-10-26,15:10:11.31,2,2,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,3,Bottom,1,0,1,Riseball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,60.56654,6.527546,0.801602,1333.959929,112.827216,9:45,1.77384,0.30359,6.21309,-29.63671,3.55717,-6.67583,3.35167,0.24216,56.28006,-1.648311,-0.994197,0.414668,,,,,,,,,,,,7.86323,2.53382,-0.06017,50,-0.04143,-2.13162,-90.21769,14.49391,6.44077,13.88078,-30.09859,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,65720200-b29f-11f0-8ec5-a97c37129981,90.8979,4.28647,,,,,,,,,2025-10-26,19:10:11.31,2025-10-26T15:10:11.3181184-04:00,2025-10-26T19:10:11.3181184Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.78436,-88.16091,6.94039,1.77579,10.03405,-15.0493,-0.30532,-1.17726,3.22039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,cb23d2d0-813d-4dd3-a618-1a0af1988fcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2025-10-26,15:10:32.45,2,3,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,3,Bottom,1,0,2,Dropball,,BallCalled,Undefined,Undefined,Undefined,0,0,,60.81401,5.213342,2.539911,1353.250629,16.008405,6:30,1.80308,0.34331,6.2633,-37.50368,-4.79681,-1.59177,1.90361,1.77742,56.81432,-5.087939,2.111291,0.411615,,,,,,,,,,,,2.54992,-6.39296,0.25831,50,0.22495,-4.23016,-90.76463,13.48214,2.11446,14.02637,-37.47521,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,720f60c0-b29f-11f0-8ec5-a97c37129981,91.57215,3.99969,,,,,,,,,2025-10-26,19:10:32.45,2025-10-26T15:10:32.4530176-04:00,2025-10-26T19:10:32.4530176Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.73517,-88.69105,7.01319,1.80856,7.94203,-18.73761,-0.34394,-3.91758,1.05723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,a97094bf-1d1a-473c-8b6b-7d23f9add53a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2025-10-26,15:10:48.17,2,4,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Rainey, Kendyl",1000000001382,Left,PUR_BOI_SB,Undefined,3,Bottom,1,1,2,Changeup,,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,54.43362,5.630343,2.267148,1198.169155,34.527454,7:15,1.44793,0.30398,6.06894,-49.97558,-8.04347,-6.34154,0.78725,1.18153,50.29992,-8.048199,0.56674,0.466063,,,,,,,,,,,,7.8943,-10.26056,0.2619,50,-0.29434,-3.91784,-81.5764,13.93293,5.16698,13.59997,-38.88979,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,7b82cfc0-b29f-11f0-8ec5-a97c37129981,80.87412,4.13371,,,,,,,,,2025-10-26,19:10:48.17,2025-10-26T15:10:48.1700000-04:00,2025-10-26T19:10:48.1700000Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.93037,-79.3676,6.79999,1.45563,7.61676,-19.4449,-0.30626,-3.07866,2.58349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.56391,,,0.905664,,,,2.24923,6.05414,4.0958,41.14851,3.53908,41.20497,2.27071,46.88959,-4.41091,6.07641,10.49605,-14.72462,4.10862,43.65728,-2.99922,High,High,High,,,High,High,High,7c2a01bf-48c8-4e10-932c-06c59c83da36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2025-10-26,15:11:12.90,3,1,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Banks, Khloe",100000001231,Right,PUR_BOI_SB,Undefined,3,Bottom,0,0,0,Dropball,,BallCalled,Undefined,Undefined,Undefined,0,0,,61.39239,3.672636,2.658218,1362.928037,12.168262,6:30,1.69602,0.46179,6.50267,-39.13502,-7.33512,-1.7563,0.68894,1.94416,57.18847,-7.154214,2.181135,0.405867,,,,,,,,,,,,2.90315,-9.03445,0.18033,50,0.43605,-4.50975,-92.1297,11.48083,2.44575,16.21816,-39.78507,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,8a2d8ab0-b29f-11f0-8ec5-a97c37129981,92.86886,4.20392,,,,,,,,,2025-10-26,19:11:12.90,2025-10-26T15:11:12.9035264-04:00,2025-10-26T19:11:12.9035264Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.49608,-89.72103,8.10908,1.70237,5.57209,-19.89254,-0.46246,-4.14652,1.22287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,62ec89c6-486f-4462-a27f-987d2b57ca54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2025-10-26,15:11:27.31,3,2,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Banks, Khloe",100000001231,Right,PUR_BOI_SB,Undefined,3,Bottom,0,1,0,Riseball,,BallCalled,Undefined,Undefined,Undefined,0,0,,58.69931,8.362512,1.388285,1370.137316,102.657672,9:30,1.63717,0.1311,6.29648,-33.03836,2.69024,-8.02886,4.07261,0.3172,53.9108,-0.758612,-0.771923,0.430209,,,,,,,,,,,,9.44193,1.00535,0.25403,50,-0.65003,-3.06924,-87.19836,17.26022,7.15717,14.03251,-31.41198,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,92d06340-b29f-11f0-8ec5-a97c37129981,87.61427,4.7885,,,,,,,,,2025-10-26,19:11:27.31,2025-10-26T15:11:27.3164800-04:00,2025-10-26T19:11:27.3164800Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.69923,-85.03098,7.01625,1.6412,12.40851,-15.70599,-0.13465,-1.96378,3.57859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,1c7aaa8a-1f88-4034-aef4-46ff616deda4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2025-10-26,15:11:41.99,3,3,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Banks, Khloe",100000001231,Right,PUR_BOI_SB,Undefined,3,Bottom,0,2,0,Changeup,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,52.91295,8.910976,2.352193,1211.70768,35.489035,7:15,1.49777,0.16546,6.50698,-51.87538,-7.9413,-6.56174,2.67916,1.05947,48.27601,-5.435055,0.579852,0.477059,,,,,,,,,,,,8.23666,-11.22284,0.44025,50,-1.12656,-3.93868,-78.80355,18.54431,5.0246,12.80235,-39.02029,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,9b9dce40-b29f-11f0-8ec5-a97c37129981,79.00999,4.63694,,,,,,,,,2025-10-26,19:11:41.99,2025-10-26T15:11:41.9999232-04:00,2025-10-26T19:11:41.9999232Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.49205,-76.57762,6.40118,1.50792,11.75991,-19.51015,-0.16861,-3.06506,2.5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,0a674e17-5903-422f-a752-5eb9c3392099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2025-10-26,15:11:55.52,3,4,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Banks, Khloe",100000001231,Right,PUR_BOI_SB,Undefined,3,Bottom,0,2,1,Riseball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,59.83562,5.569795,2.602672,1272.083244,125.0471,10:15,1.66118,0.05329,6.1412,-29.5608,4.48386,-5.30898,2.65762,1.22195,55.76678,-2.5721,1.178523,0.419948,,,,,,,,,,,,6.72599,4.0013,0.58789,50,0.08132,-4.71372,-89.10905,12.76828,5.3923,13.15213,-28.96614,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,a39d3ae0-b29f-11f0-8ec5-a97c37129981,89.75494,4.06884,,,,,,,,,2025-10-26,19:11:55.52,2025-10-26T15:11:55.5254784-04:00,2025-10-26T19:11:55.5254784Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.85521,-87.14734,6.57607,1.66356,8.44782,-14.48307,-0.0552,-3.90943,2.69615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,cef02331-51db-4ae3-bc67-4b431c27f90d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2025-10-26,15:12:11.26,3,5,"Nigey, Bella",100000004074,Right,DEP_BLU_SB,"Banks, Khloe",100000001231,Right,PUR_BOI_SB,Undefined,3,Bottom,0,2,2,Dropball,,BallCalled,Undefined,Undefined,Undefined,0,0,,61.57113,7.108238,-1.791589,1255.303701,20.008916,6:45,1.64169,0.19316,6.16427,-40.79049,-8.16111,-3.28914,2.66149,-1.18882,56.65676,-4.063323,-2.673615,0.411127,,,,,,,,,,,,3.05473,-10.91178,-0.5797,50,-0.37467,2.46922,-91.90622,16.94188,2.55513,16.42252,-41.30123,PUR_BOI_SB,DEP_BLU_SB,BittingerStadium,TeamExclusive,,20251026-BittingerStadium-Private-5,acf64410-b29f-11f0-8ec5-a97c37129981,91.6808,4.91437,,,,,,,,,2025-10-26,19:12:11.26,2025-10-26T15:12:11.2687104-04:00,2025-10-26T19:12:11.2687104Z,,V3 - Softball,,,,"Levine, Zoe",100000004082,Right,DEP_BLU_SB,e49679fd-0f47-4494-8595-e3e69cac5d47,36.83433,-89.52277,8.21126,1.64918,10.9477,-20.65062,-0.19443,2.84006,1.27757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,d66260ac-7e9a-4b62-83de-21ae883890de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
